SHOP_CODE,EQPT,AGENCY_CODE,DELAY_FREQ,REMARKS_CATEGORY,DELAY_DURN,MONTH,SEASON
6,CCM-2,ID,1.0,Operational Delay,10.15,3,Summer
6,CCM-5,O,1.0,Others,2.15,3,Summer
1,CT-2,O,2.0,Conveyor Failure,5.0,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
1,CT-1,ID,1.0,Operational Delay,12.3,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
7,BAR MILL,C,1.0,Production Change,0.2,3,Summer
1,CT-2,ID,1.0,Operational Delay,1.4,3,Summer
2,OT-2,C,1.0,Others,0.35,3,Summer
2,OT-3,C,1.0,Others,0.4,3,Summer
2,OT-3,ID,1.0,Operational Delay,1.35,3,Summer
2,OT-2,ID,1.0,Operational Delay,2.0,3,Summer
8,MILL,C,1.0,Others,0.2,3,Summer
1,CT-1,ID,1.0,Operational Delay,1.15,3,Summer
6,CCM-5,ID,1.0,Operational Delay,2.1,3,Summer
6,CONV-B,MS,1.0,Others,0.4,3,Summer
9,MILL,O,1.0,Others,0.15,3,Summer
9,MILL,O,1.0,Others,0.15,3,Summer
9,MILL,O,1.0,Others,0.05,3,Summer
9,MILL,M,1.0,Others,0.05,3,Summer
9,MILL,I,1.0,Others,0.17,3,Summer
9,MILL,S,1.0,Others,0.18,3,Summer
9,MILL,O,1.0,Others,0.1,3,Summer
4,M/C-1,M,1.0,Others,2.45,3,Summer
9,MILL,C,1.0,Production Change,0.3,3,Summer
6,CCM-2,O,1.0,Others,2.35,3,Summer
9,MILL,O,1.0,Others,0.3,3,Summer
6,CONV-B,MS,1.0,Others,0.3,3,Summer
6,CONV-B,MS,1.0,Others,1.1,3,Summer
1,WBRC,M,1.0,Others,11.3,3,Summer
1,CT-1,C,1.0,Others,0.5,3,Summer
6,CONV-B,O,1.0,Others,0.3,3,Summer
6,CONV-B,O,1.0,Others,0.2,3,Summer
6,CONV-C,O,1.0,Others,0.3,3,Summer
2,OT-2,ID,1.0,Operational Delay,3.3,3,Summer
4,M/C-1,O,1.0,Others,0.15,3,Summer
3,BATTERY-2,E,1.0,Others,0.07,3,Summer
10,BPTS,S,1.0,Others,12.0,3,Summer
3,BATTERY-2,E,1.0,Others,0.07,3,Summer
4,M/C-2,M,1.0,Others,0.5,3,Summer
3,BATTERY-2,E,1.0,Others,0.06,3,Summer
2,OT-3,C,1.0,Others,0.3,3,Summer
2,OT-1,C,1.0,Others,0.3,3,Summer
2,OT-2,C,1.0,Others,0.45,3,Summer
2,OT-1,ID,1.0,Operational Delay,3.4,3,Summer
4,M/C-2,C,1.0,Others,0.3,3,Summer
2,OT-3,ID,1.0,Operational Delay,4.15,3,Summer
1,CT-1,C,1.0,Others,0.3,3,Summer
6,CONV-A,O,1.0,Others,1.2,3,Summer
6,CONV-C,O,1.0,Others,0.45,3,Summer
6,BSY,E,1.0,Others,1.35,3,Summer
10,GETS,S,1.0,Others,12.1,3,Summer
14,LBSS-5,SD,1.0,Shutdown,11.2,3,Summer
9,MILL,C,1.0,Others,0.1,3,Summer
1,CT-2,C,1.0,Others,0.3,3,Summer
4,M/C-2,M,1.0,Others,1.0,3,Summer
7,BAR MILL,S,1.0,Others,1.0,3,Summer
2,OT-1,C,1.0,Others,0.35,3,Summer
2,OT-1,ID,1.0,Operational Delay,1.2,3,Summer
2,BRC,SD,1.0,Shutdown,10.0,3,Summer
2,OT-2,S,1.0,Others,0.3,3,Summer
2,WBRC,E,1.0,Others,0.15,3,Summer
2,WBRC,SD,1.0,Shutdown,12.25,3,Summer
7,BILLET MIL,C,1.0,Production Change,0.2,3,Summer
9,MILL,O,1.0,Others,0.1,3,Summer
7,BILLET MIL,C,1.0,Maintenance,0.15,3,Summer
8,MILL,C,1.0,Maintenance,0.15,3,Summer
7,BAR MILL,C,1.0,Production Change,0.15,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
9,MILL,C,1.0,Production Change,0.15,3,Summer
8,MILL,C,3.0,Production Change,0.45,3,Summer
8,MILL,O,1.0,Others,0.15,3,Summer
8,MILL,S,1.0,Others,0.2,3,Summer
7,BILLET MIL,C,1.0,Others,0.5,3,Summer
7,BAR MILL,S,1.0,Others,0.2,3,Summer
9,MILL,O,1.0,Others,0.1,3,Summer
9,MILL,E,1.0,Others,0.1,3,Summer
9,MILL,C,1.0,Production Change,0.1,3,Summer
9,MILL,O,1.0,Others,0.15,3,Summer
6,CONV-C,O,1.0,Others,0.1,3,Summer
1,CT-2,ID,1.0,Operational Delay,5.3,3,Summer
8,MILL,C,1.0,Maintenance,0.1,3,Summer
8,MILL,C,1.0,Others,0.15,3,Summer
7,BILLET MIL,C,1.0,Maintenance,0.2,3,Summer
7,BILLET MIL,C,1.0,Others,0.1,3,Summer
7,BILLET MIL,C,1.0,Others,0.1,3,Summer
7,BAR MILL,C,1.0,Maintenance,0.3,3,Summer
7,BAR MILL,C,1.0,Production Change,0.2,3,Summer
7,BAR MILL,O,1.0,Others,0.1,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
9,MILL,S,1.0,Others,0.1,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
1,WBRC,O,1.0,Others,1.3,3,Summer
1,WBRC,S,1.0,Others,4.3,3,Summer
1,WBRC,SD,1.0,Shutdown,9.0,3,Summer
14,LBSS-1,O,1.0,Others,24.0,3,Summer
10,BPTS,M,1.0,Others,14.0,3,Summer
6,CCM-3,ID,1.0,Operational Delay,13.1,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
15,FK-3,SD,1.0,Others,24.0,3,Summer
8,MILL,C,1.0,Maintenance,0.1,3,Summer
10,BOILER-3,ID,1.0,Operational Delay,24.0,3,Summer
1,WBRC,O,1.0,Others,1.3,3,Summer
6,BSY,SD,1.0,Shutdown,9.0,3,Summer
10,TB-2,SD,1.0,Others,24.0,3,Summer
2,OT-3,O,1.0,Others,2.0,3,Summer
6,CONV-A,O,1.0,Others,0.3,3,Summer
8,MILL,C,1.0,Others,0.4,3,Summer
8,MILL,C,1.0,Others,0.1,3,Summer
8,MILL,C,1.0,Others,0.2,3,Summer
8,MILL,S,1.0,Others,0.25,3,Summer
11,ASU-2,ID,1.0,Operational Delay,24.0,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
2,OT-1,ID,1.0,Operational Delay,4.3,3,Summer
7,BAR MILL,SD,1.0,Shutdown,20.0,3,Summer
7,BAR MILL,C,1.0,Others,2.0,3,Summer
7,BILLET MIL,C,1.0,Others,0.15,3,Summer
1,CT-2,C,1.0,Others,0.4,3,Summer
8,MILL,MS,1.0,Others,0.1,3,Summer
6,CCM-6,O,1.0,Others,4.55,3,Summer
10,TB-2,SD,1.0,Others,24.0,3,Summer
2,OT-1,MIS,1.0,Others,0.4,3,Summer
6,CCM-5,ID,1.0,Operational Delay,9.2,3,Summer
8,MILL,MS,1.0,Others,0.2,3,Summer
8,MILL,E,1.0,Others,0.4,3,Summer
9,MILL,SD,1.0,Shutdown,18.3,3,Summer
2,OT-3,ID,1.0,Operational Delay,3.1,3,Summer
8,MILL,MS,1.0,Others,0.1,3,Summer
10,BPTS,M,1.0,Others,14.0,3,Summer
1,CT-1,MIS,1.0,Others,1.0,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
10,BOILER-3,ID,1.0,Operational Delay,24.0,3,Summer
14,LBSS-1,O,1.0,Others,24.0,3,Summer
6,CCM-6,ID,1.0,Operational Delay,1.55,3,Summer
8,MILL,MS,1.0,Others,0.45,3,Summer
8,MILL,O,1.0,Others,2.3,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
2,OT-2,O,1.0,Production Change,1.45,3,Summer
4,M/C-2,SD,1.0,Shutdown,12.0,3,Summer
1,CT-2,C,1.0,Others,0.3,3,Summer
6,CONV-C,O,1.0,Others,1.2,3,Summer
2,OT-3,C,1.0,Production Change,0.3,3,Summer
2,OT-3,C,1.0,Others,0.5,3,Summer
2,OT-2,C,1.0,Others,0.3,3,Summer
2,OT-3,MIS,1.0,Others,3.2,3,Summer
8,MILL,C,1.0,Production Change,0.15,3,Summer
8,MILL,C,1.0,Others,0.15,3,Summer
8,MILL,MS,1.0,Others,0.05,3,Summer
8,MILL,S,1.0,Others,0.05,3,Summer
6,CONV-A,O,1.0,Others,0.2,3,Summer
4,RMB,M,1.0,Others,4.3,3,Summer
1,CT-2,ID,1.0,Operational Delay,7.05,3,Summer
1,WBRC,SD,1.0,Others,9.0,3,Summer
2,LOCP,SD,1.0,Others,8.2,3,Summer
2,BRC,SD,1.0,Shutdown,9.15,3,Summer
8,MILL,S,1.0,Others,1.0,3,Summer
8,MILL,S,1.0,Others,0.05,3,Summer
6,CONV-B,O,1.0,Others,0.3,3,Summer
6,CONV-B,O,1.0,Others,0.2,3,Summer
8,MILL,SD,1.0,Others,4.0,3,Summer
6,CONV-A,O,1.0,Others,1.0,3,Summer
5,F/C-2,M,1.0,Others,0.35,3,Summer
5,F/C-1,O,1.0,Others,0.35,3,Summer
5,F/C-1,O,1.0,Others,4.1,3,Summer
5,F/C-1,E,1.0,Others,0.2,3,Summer
10,BPTS,M,1.0,Others,0.3,3,Summer
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,3,Summer
1,CT-2,ID,1.0,Operational Delay,1.5,3,Summer
1,CT-1,ID,1.0,Operational Delay,11.4,3,Summer
2,OT-2,C,1.0,Others,1.15,3,Summer
6,CCM-5,O,1.0,Others,2.3,3,Summer
6,CCM-1,SD,1.0,Shutdown,14.15,3,Summer
6,CONV-C,O,1.0,Others,0.3,3,Summer
2,OT-1,SD,1.0,Shutdown,14.4,3,Summer
6,CCM-1,ID,1.0,Operational Delay,3.4,3,Summer
6,CCM-2,O,1.0,Others,1.5,3,Summer
6,CCM-2,ID,1.0,Operational Delay,2.55,3,Summer
6,CONV-B,O,1.0,Others,0.5,3,Summer
4,M/C-1,O,1.0,Others,1.0,3,Summer
6,CONV-A,MS,1.0,Others,0.3,3,Summer
1,CT-1,C,1.0,Others,0.2,3,Summer
1,CT-2,O,1.0,Production Change,1.15,3,Summer
1,CT-1,ID,1.0,Operational Delay,1.05,3,Summer
8,MILL,S,1.0,Others,0.05,3,Summer
11,ASU-2,ID,1.0,Operational Delay,24.0,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
2,OT-1,ID,1.0,Operational Delay,3.0,3,Summer
15,FK-3,SD,1.0,Others,24.0,3,Summer
6,CCM-3,O,1.0,Others,2.1,3,Summer
6,CCM-3,ID,1.0,Operational Delay,0.45,3,Summer
2,OT-2,C,1.0,Others,0.4,3,Summer
2,OT-3,C,1.0,Others,0.3,3,Summer
8,MILL,S,1.0,Others,0.05,3,Summer
2,OT-2,ID,1.0,Operational Delay,7.0,3,Summer
2,OT-1,ID,1.0,Operational Delay,2.15,3,Summer
7,BILLET MIL,SD,1.0,Shutdown,20.0,3,Summer
10,TB-2,SD,1.0,Others,24.0,3,Summer
2,BRC,E,1.0,Others,0.15,3,Summer
6,CONV-B,O,1.0,Others,0.35,3,Summer
2,LOCP,SD,1.0,Shutdown,2.15,3,Summer
14,LBSS-1,O,1.0,Others,24.0,3,Summer
10,BOILER-5,ID,1.0,Operational Delay,7.35,3,Summer
6,CCM-1,ID,1.0,Operational Delay,6.25,3,Summer
5,F/C-1,O,1.0,Others,0.2,3,Summer
6,CONV-B,MS,1.0,Others,0.3,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
6,CONV-C,MS,1.0,Others,4.1,3,Summer
1,CT-2,ID,1.0,Operational Delay,3.3,3,Summer
15,FK-3,SD,1.0,Others,24.0,3,Summer
11,ASU-2,SD,1.0,Shutdown,0.05,3,Summer
6,CCM-6,ID,1.0,Operational Delay,4.0,3,Summer
5,SSY CR,M,1.0,Others,10.0,3,Summer
8,MILL,S,1.0,Others,0.2,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
8,MILL,E,1.0,Others,0.07,3,Summer
8,MILL,C,1.0,Maintenance,0.2,3,Summer
8,MILL,C,1.0,Production Change,0.15,3,Summer
1,CT-1,MIS,1.0,Others,6.1,3,Summer
6,CONV-C,MS,1.0,Others,1.3,3,Summer
6,CONV-A,MS,1.0,Others,1.3,3,Summer
7,BAR MILL,MIS,1.0,Others,0.3,3,Summer
6,CONV-B,O,1.0,Others,0.2,3,Summer
8,MILL,C,1.0,Others,0.3,3,Summer
6,CCM-6,SD,1.0,Shutdown,9.45,3,Summer
2,OT-3,ID,1.0,Operational Delay,2.55,3,Summer
2,OT-1,ID,1.0,Operational Delay,0.3,3,Summer
12,CH-2,I,1.0,Others,0.03,3,Summer
15,FK-4,E,1.0,Others,1.0,3,Summer
11,ASU-2,ID,1.0,Operational Delay,24.0,3,Summer
6,CONV-B,MS,1.0,Others,1.3,3,Summer
4,M/C-1,O,1.0,Others,0.15,3,Summer
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,3,Summer
2,OT-3,C,1.0,Others,0.5,3,Summer
2,OT-1,C,1.0,Others,0.35,3,Summer
2,LOCP,SD,1.0,Shutdown,6.45,3,Summer
8,MILL,M,1.0,Others,0.1,3,Summer
4,M/C-2,ID,1.0,Operational Delay,5.3,3,Summer
8,MILL,O,1.0,Others,0.4,3,Summer
8,MILL,C,1.0,Others,0.5,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
2,OT-2,C,1.0,Others,0.35,3,Summer
1,CT-2,ID,1.0,Operational Delay,7.5,3,Summer
1,CT-2,ID,1.0,Operational Delay,5.05,3,Summer
8,MILL,O,1.0,Others,0.2,3,Summer
1,CT-1,MIS,1.0,Others,6.1,3,Summer
8,MILL,M,1.0,Others,0.2,3,Summer
3,CPP,E,1.0,Others,1.15,3,Summer
4,RMB,M,1.0,Others,1.0,3,Summer
4,RMB,M,1.0,Others,1.0,3,Summer
7,BILLET MIL,C,1.0,Others,0.15,3,Summer
1,CT-2,C,1.0,Others,0.45,3,Summer
2,BRC,E,1.0,Others,0.3,3,Summer
1,CT-1,ID,1.0,Operational Delay,4.5,3,Summer
6,CCM-6,ID,1.0,Operational Delay,10.15,3,Summer
6,CCM-4,ID,1.0,Operational Delay,11.45,3,Summer
9,MILL,C,1.0,Production Change,0.1,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
2,OT-1,C,1.0,Others,1.15,3,Summer
7,BILLET MIL,C,1.0,Production Change,0.15,3,Summer
2,OT-1,C,1.0,Others,1.25,3,Summer
9,MILL,C,1.0,Production Change,0.15,3,Summer
1,CT-2,C,1.0,Others,0.45,3,Summer
4,RMB,MS,1.0,Others,1.0,3,Summer
2,OT-2,ID,1.0,Operational Delay,0.4,3,Summer
2,OT-1,ID,1.0,Operational Delay,3.45,3,Summer
2,OT-3,C,1.0,Others,0.45,3,Summer
2,OT-3,MIS,1.0,Others,2.25,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
9,MILL,C,1.0,Production Change,0.2,3,Summer
7,BILLET MIL,C,1.0,Production Change,0.3,3,Summer
10,BOILER-3,ID,1.0,Operational Delay,10.15,3,Summer
5,SSY CR,SD,1.0,Shutdown,8.0,3,Summer
5,SSY CR,M,1.0,Others,9.3,3,Summer
4,M/C-2,M,1.0,Others,1.15,3,Summer
7,BAR MILL,C,1.0,Production Change,0.3,3,Summer
2,LOCP,O,1.0,Others,9.0,3,Summer
7,BAR MILL,C,1.0,Production Change,0.3,3,Summer
2,OT-2,ID,1.0,Operational Delay,4.25,3,Summer
2,OT-2,E,1.0,Conveyor Failure,1.0,3,Summer
1,WBRC,M,1.0,Operational Delay,7.0,3,Summer
1,CT-2,SD,1.0,Shutdown,8.45,3,Summer
15,FK-2,M,1.0,Others,2.1,3,Summer
7,BILLET MIL,C,1.0,Maintenance,0.15,3,Summer
2,BRC,SD,1.0,Shutdown,8.4,3,Summer
6,CCM-4,O,1.0,Others,3.0,3,Summer
9,MILL,C,1.0,Production Change,0.15,3,Summer
8,MILL,C,1.0,Production Change,0.15,3,Summer
8,MILL,C,1.0,Others,0.2,3,Summer
2,LOCP,SD,1.0,Shutdown,5.0,3,Summer
2,OT-1,ID,1.0,Operational Delay,3.15,3,Summer
1,SCR,O,1.0,Others,3.3,3,Summer
2,OT-3,ID,1.0,Operational Delay,3.4,3,Summer
1,WBRC,O,1.0,Others,2.0,3,Summer
4,M/C-2,C,1.0,Others,0.3,3,Summer
4,M/C-2,M,1.0,Others,0.45,3,Summer
5,F/C-1,O,1.0,Others,6.1,3,Summer
6,CCM-5,O,1.0,Others,2.4,3,Summer
6,CCM-5,ID,1.0,Operational Delay,0.25,3,Summer
6,CONV-A,SD,1.0,Others,1.15,3,Summer
6,CONV-C,O,1.0,Others,1.0,3,Summer
2,OT-2,ID,1.0,Operational Delay,1.05,3,Summer
7,BAR MILL,C,1.0,Production Change,1.0,3,Summer
8,MILL,C,1.0,Others,0.2,3,Summer
8,MILL,C,1.0,Others,0.15,3,Summer
8,MILL,C,1.0,Maintenance,0.2,3,Summer
8,MILL,S,1.0,Others,0.05,3,Summer
7,BILLET MIL,C,1.0,Others,0.15,3,Summer
7,BILLET MIL,C,1.0,Maintenance,0.15,3,Summer
6,CONV-C,O,1.0,Others,1.25,3,Summer
2,OT-2,C,1.0,Others,0.25,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
8,MILL,M,1.0,Others,0.05,3,Summer
5,F/C-1,O,1.0,Others,2.3,3,Summer
8,MILL,S,1.0,Others,2.15,3,Summer
9,MILL,C,1.0,Production Change,0.3,3,Summer
6,CONV-B,O,1.0,Others,1.3,3,Summer
1,CT-1,C,1.0,Others,0.1,3,Summer
1,CT-1,O,1.0,Others,1.3,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
8,MILL,C,1.0,Others,0.4,3,Summer
8,MILL,O,1.0,Others,0.15,3,Summer
8,MILL,E,1.0,Others,0.15,3,Summer
6,CONV-A,MS,1.0,Others,1.15,3,Summer
8,MILL,O,1.0,Others,0.07,3,Summer
8,MILL,M,1.0,Others,0.06,3,Summer
8,MILL,O,1.0,Others,0.07,3,Summer
8,MILL,E,1.0,Others,0.07,3,Summer
8,MILL,M,1.0,Others,0.06,3,Summer
6,CCM-5,O,1.0,Others,1.3,3,Summer
6,CCM-5,ID,1.0,Operational Delay,6.3,3,Summer
6,CONV-C,O,1.0,Others,0.3,3,Summer
9,MILL,C,1.0,Production Change,0.15,3,Summer
9,MILL,O,1.0,Others,0.2,3,Summer
9,MILL,M,1.0,Others,0.1,3,Summer
9,MILL,S,1.0,Others,0.1,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
1,CT-2,C,1.0,Others,0.05,3,Summer
15,FK-3,SD,1.0,Others,24.0,3,Summer
14,LBSS-1,O,1.0,Others,24.0,3,Summer
7,BILLET MIL,C,1.0,Others,0.45,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
9,MILL,C,1.0,Production Change,0.15,3,Summer
2,OT-2,ID,1.0,Operational Delay,2.0,3,Summer
1,CT-1,ID,1.0,Operational Delay,14.25,3,Summer
1,CT-2,MIS,1.0,Others,5.45,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
6,CONV-C,O,1.0,Others,0.45,3,Summer
4,RMB,S,1.0,Others,0.3,3,Summer
4,M/C-1,MIS,1.0,Conveyor Failure,0.4,3,Summer
4,M/C-2,MIS,1.0,Conveyor Failure,0.4,3,Summer
4,M/C-2,M,1.0,Others,1.3,3,Summer
4,M/C-2,M,1.0,Others,0.2,3,Summer
4,M/C-2,M,1.0,Others,0.25,3,Summer
9,MILL,C,1.0,Production Change,0.2,3,Summer
9,MILL,C,1.0,Production Change,0.2,3,Summer
9,MILL,E,1.0,Others,0.35,3,Summer
9,MILL,E,1.0,Others,0.35,3,Summer
10,BOILER-5,ID,1.0,Operational Delay,24.0,3,Summer
7,BILLET MIL,C,1.0,Others,0.3,3,Summer
9,MILL,C,1.0,Production Change,0.15,3,Summer
7,BILLET MIL,P,1.0,Others,0.3,3,Summer
6,CONV-B,O,1.0,Others,0.25,3,Summer
6,CONV-A,O,1.0,Others,0.3,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
6,CONV-C,O,1.0,Others,0.15,3,Summer
6,CONV-C,O,1.0,Others,0.1,3,Summer
6,CONV-B,O,1.0,Others,0.45,3,Summer
6,CONV-B,O,1.0,Others,0.2,3,Summer
6,CONV-A,O,1.0,Others,0.35,3,Summer
7,BAR MILL,C,1.0,Maintenance,0.3,3,Summer
7,BILLET MIL,C,1.0,Others,0.15,3,Summer
7,BAR MILL,P,1.0,Others,0.3,3,Summer
5,F/C-1,O,1.0,Others,1.0,3,Summer
1,CT-1,ID,1.0,Operational Delay,4.2,3,Summer
1,CT-2,ID,1.0,Operational Delay,5.25,3,Summer
2,OT-2,ID,1.0,Operational Delay,13.5,3,Summer
2,OT-2,C,1.0,Others,1.0,3,Summer
8,MILL,C,1.0,Maintenance,0.05,3,Summer
8,MILL,S,1.0,Others,0.05,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
2,OT-3,ID,1.0,Operational Delay,12.0,3,Summer
10,TB-2,SD,1.0,Others,24.0,3,Summer
7,BILLET MIL,S,1.0,Others,0.45,3,Summer
9,MILL,O,1.0,Others,0.1,3,Summer
1,CT-1,C,1.0,Others,0.25,3,Summer
5,F/C-1,O,1.0,Others,1.1,3,Summer
4,RMB,S,1.0,Others,0.3,3,Summer
4,M/C-2,MIS,1.0,Conveyor Failure,0.25,3,Summer
4,M/C-1,MIS,1.0,Conveyor Failure,0.25,3,Summer
5,SSY CR,M,1.0,Others,5.0,3,Summer
5,SSY CR,M,1.0,Others,24.0,3,Summer
5,BHS,E,1.0,Others,0.35,3,Summer
5,BHS,M,1.0,Others,14.5,3,Summer
4,RMB,MS,1.0,Others,0.3,3,Summer
4,RMB,S,1.0,Others,0.3,3,Summer
5,F/C-1,O,1.0,Others,0.5,3,Summer
2,OT-1,C,1.0,Others,0.1,3,Summer
11,ASU-2,SD,1.0,Shutdown,24.0,3,Summer
6,CCM-3,ID,1.0,Operational Delay,4.55,3,Summer
9,MILL,C,1.0,Production Change,0.2,3,Summer
9,MILL,C,1.0,Others,0.2,3,Summer
9,MILL,P,1.0,Others,0.3,3,Summer
9,MILL,SD,1.0,Others,1.4,3,Summer
9,MILL,O,1.0,Others,0.15,3,Summer
8,MILL,C,1.0,Others,0.3,3,Summer
8,MILL,C,1.0,Others,0.3,3,Summer
8,MILL,P,1.0,Others,0.3,3,Summer
8,MILL,C,1.0,Others,0.2,3,Summer
8,MILL,C,1.0,Maintenance,0.1,3,Summer
7,BAR MILL,C,1.0,Production Change,0.5,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
4,M/C-1,O,1.0,Others,0.3,3,Summer
4,M/C-2,E,1.0,Others,0.15,3,Summer
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,3,Summer
9,MILL,C,1.0,Others,0.15,3,Summer
9,MILL,C,1.0,Others,0.15,3,Summer
2,OT-3,C,1.0,Others,0.35,3,Summer
7,BAR MILL,MIS,1.0,Others,0.45,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
6,CCM-1,ID,1.0,Operational Delay,6.0,3,Summer
15,FK-4,ID,1.0,Operational Delay,15.4,3,Summer
6,CONV-A,O,1.0,Others,0.45,3,Summer
6,CONV-B,O,1.0,Others,1.45,3,Summer
6,CONV-C,O,1.0,Others,0.4,3,Summer
2,OT-1,ID,1.0,Operational Delay,3.5,3,Summer
2,OT-1,C,1.0,Others,0.35,3,Summer
2,OT-3,C,1.0,Production Change,0.35,3,Summer
2,OT-2,C,1.0,Others,0.15,3,Summer
1,CT-2,MIS,1.0,Others,1.3,3,Summer
1,CT-2,C,1.0,Others,0.3,3,Summer
6,CCM-5,O,1.0,Others,4.4,3,Summer
8,MILL,O,1.0,Others,0.2,3,Summer
9,MILL,O,1.0,Others,0.15,3,Summer
6,CONV-C,O,1.0,Others,1.2,3,Summer
6,CCM-6,O,1.0,Others,3.0,3,Summer
6,CCM-1,O,1.0,Others,2.4,3,Summer
6,CCM-5,ID,1.0,Operational Delay,15.2,3,Summer
2,OT-1,ID,1.0,Operational Delay,11.55,3,Summer
4,M/C-1,M,1.0,Others,0.3,3,Summer
7,BILLET MIL,C,1.0,Maintenance,0.15,3,Summer
9,MILL,O,1.0,Others,0.1,3,Summer
4,M/C-2,O,1.0,Others,0.3,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
7,BILLET MIL,C,1.0,Others,0.15,3,Summer
8,MILL,C,1.0,Others,0.2,3,Summer
6,CCM-6,ID,1.0,Operational Delay,3.0,3,Summer
8,MILL,M,1.0,Others,0.2,3,Summer
8,MILL,E,1.0,Others,0.2,3,Summer
8,MILL,M,1.0,Others,0.1,3,Summer
8,MILL,C,1.0,Others,0.2,3,Summer
8,MILL,S,1.0,Others,0.1,3,Summer
8,MILL,C,1.0,Maintenance,0.25,3,Summer
9,MILL,I,1.0,Others,0.45,3,Summer
2,OT-2,C,1.0,Others,0.55,3,Summer
2,LOCP,SD,1.0,Shutdown,7.3,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
2,OT-3,SD,1.0,Shutdown,9.3,3,Summer
6,CONV-B,O,1.0,Others,1.26,3,Summer
6,CONV-C,O,1.0,Others,1.0,3,Summer
9,MILL,O,1.0,Others,1.0,3,Summer
5,PCM,ID,1.0,Operational Delay,24.0,3,Summer
1,CT-2,C,1.0,Others,0.4,3,Summer
9,MILL,O,1.0,Others,0.1,3,Summer
2,OT-2,C,1.0,Others,0.4,3,Summer
6,CONV-A,O,1.0,Others,0.4,3,Summer
6,CONV-B,O,1.0,Others,0.15,3,Summer
6,CONV-C,O,1.0,Others,0.4,3,Summer
4,M/C-1,S,1.0,Others,0.15,3,Summer
8,MILL,C,1.0,Others,0.3,3,Summer
6,CONV-B,O,1.0,Others,0.4,3,Summer
6,CONV-A,O,1.0,Others,0.5,3,Summer
6,CCM-6,O,1.0,Others,1.15,3,Summer
7,BILLET MIL,C,1.0,Maintenance,0.2,3,Summer
7,BAR MILL,C,1.0,Production Change,1.3,3,Summer
7,BAR MILL,C,1.0,Production Change,0.4,3,Summer
8,MILL,C,1.0,Maintenance,0.2,3,Summer
8,MILL,S,1.0,Others,0.05,3,Summer
8,MILL,C,1.0,Maintenance,0.1,3,Summer
9,MILL,C,1.0,Production Change,0.2,3,Summer
9,MILL,C,1.0,Production Change,0.15,3,Summer
2,OT-1,ID,1.0,Operational Delay,3.0,3,Summer
7,BILLET MIL,E,1.0,Others,0.1,3,Summer
2,OT-1,O,1.0,Others,1.3,3,Summer
2,OT-1,E,1.0,Others,0.15,3,Summer
5,F/C-2,E,1.0,Conveyor Failure,0.4,3,Summer
2,OT-1,C,1.0,Others,0.35,3,Summer
2,LOCP,MS,1.0,Others,4.3,3,Summer
4,RMB,M,1.0,Others,2.0,3,Summer
8,MILL,C,1.0,Maintenance,0.15,3,Summer
8,MILL,M,1.0,Others,0.1,3,Summer
6,CONV-B,O,1.0,Others,0.15,3,Summer
